unique_ids,ids,category_names,family_names,type_names,host_ids,BB_X_dims,BB_Y_dims,BB_Z_dims,BB_volumes,BB_centers,BB_plane_Zs,solid_volumes,room_names
d1c9c553-d6ee-4609-8f77-d9300706f155-000c2043,794691,Floors,Floor,soil 850mm,-,85,86.227199,149.973167,1.10E+06,"{3079.409512, 169.700938, 917.62}","{0,1,0}",1.10E+06,-
d1c9c553-d6ee-4609-8f77-d9300706f155-000c2114,794900,Floors,Floor,EXT-15 deck (Wd2+Ar12+In1),-,15,670.267381,202.999934,2.04E+06,"{3982.640783, 1270.801293, 952.62}","{0,1,0}",2.02E+06,-
d1c9c553-d6ee-4609-8f77-d9300706f155-000c2158,794968,Floors,Floor,EXT-15 deck (Wd2+Ar12+In1),-,15,1005.674765,122.283096,1.84E+06,"{4649.936395, 1106.159778, 622.62}","{0,1,0}",1.84E+06,-
d1c9c553-d6ee-4609-8f77-d9300706f155-000c2178,795000,Floors,Floor,EXT-15 deck (Wd2+Ar12+In1),-,15,815.539275,431.870977,5.28E+06,"{3985.005178, 2691.179716, 622.62}","{0,1,0}",3.95E+06,-
d1c9c553-d6ee-4609-8f77-d9300706f155-000c6469,812137,Floors,Floor,BO-INT Con20,-,20,449.009312,149.973167,1.35E+06,"{2791.791257, 404.314694, 950.12}","{0,1,0}",1.35E+06,-
d1c9c553-d6ee-4609-8f77-d9300706f155-000c83e8,820200,Floors,Floor,BO-INT Con20,-,20,659.706674,149.973167,1.98E+06,"{3452.376448, 169.700938, 950.12}","{0,1,0}",1.98E+06,-
d1c9c553-d6ee-4609-8f77-d9300706f155-000c885d,821341,Floors,Floor,BO-INT Con20,-,20,134.722693,614.811366,1.66E+06,"{3714.868439, 552.093205, 950.12}","{0,1,0}",1.66E+06,-
d1c9c553-d6ee-4609-8f77-d9300706f155-000c8d60,822624,Floors,Floor,BO-INT Con20,-,16,129.825478,604.589855,1.26E+06,"{1715.305031, 367.009282, 948.12}","{0,1,0}",67442.66858,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000c929c,823964,Floors,Floor,BO-INT Con20,-,20,439.758018,151.402473,1.33E+06,"{935.40709, 221.603747, 950.12}","{0,1,0}",1.10E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000c9a9e,826014,Floors,Floor,BO-INT Con25,-,25,1501.21118,1419.996567,5.33E+07,"{2896.901502, 1189.299561, 1262.62}","{0,1,0}",4.84E+07,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000c9b13,826131,Floors,Floor,BO-INT Con23,-,184.883873,23,1496.21118,6.36E+06,"{2896.901502, 386.859341, 1263.62}","{1,0,0}",6.36E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000c9b1a,826138,Floors,Floor,EXT-15 deck (Wd2+Ar12+In1),-,184.883873,15,1496.21118,4.15E+06,"{2896.901502, 386.859341, 1282.62}","{1,0,0}",3.79E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000c9b67,826215,Floors,Floor,BO-INT Con10,-,184.883873,10,1496.21118,2.77E+06,"{2896.901502, 386.859341, 1280.12}","{1,0,0}",355254.7242,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000c9cf9,826617,Floors,Floor,Generic 170mm - Filled,-,17,566.988789,399.995934,3.86E+06,"{3022.801231, 1609.299429, 1283.62}","{0,1,0}",3.55E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000c9d48,826696,Floors,Floor,Generic 140mm - Filled,-,14,246,370.052676,1.27E+06,"{2294.295626, 1454.465139, 1282.12}","{0,1,0}",1.13E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000c9d7e,826750,Floors,Floor,Generic 140mm - Filled,-,14,275.211466,360.006843,1.39E+06,"{3489.901359, 1299.304191, 1282.12}","{0,1,0}",1.14E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000c9e04,826884,Floors,Floor,Generic 140mm - Filled,-,14,673.00831,227.988661,2.15E+06,"{2885.791471, 1078.295591, 1282.12}","{0,1,0}",1.35E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000c9fc6,827334,Walls,Basic Wall,BO-INT Con20,-,679.996132,330,20,4.49E+06,"{2729.306837, 1484.29933, 1435.12}","{1,0,0}",3.97E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca053,827475,Walls,Basic Wall,BO-INT Con20,-,399.996132,305,20,2.44E+06,"{3019.306847, 1609.29933, 1427.62}","{1,0,0}",2.44E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca11c,827676,Walls,Basic Wall,BO-INT Con20,-,319.996135,305,20,1.95E+06,"{3325.507092, 1679.299328, 1427.62}","{-1,0,0}",1.91E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca17e,827774,Walls,Basic Wall,BO-INT Con20,-,103.211466,310,20,639911.0922,"{3273.901359, 1519.30126, 1425.12}","{0,-1,0}",639911.0922,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca1eb,827883,Walls,Basic Wall,BO-INT Con20,-,564.999446,305,20,3.45E+06,"{3232.295626, 1226.801537, 1427.62}","{1,0,0}",3.13E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca238,827960,Walls,Basic Wall,BO-INT Con20,-,693.00831,305,20,4.23E+06,"{2875.791471, 954.301814, 1427.62}","{0,-1,0}",3.35E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca292,828050,Walls,Basic Wall,BO-INT Con20,-,437.988091,305,20,2.67E+06,"{2539.287316, 1183.29586, 1427.62}","{1,0,0}",2.67E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca2e9,828137,Walls,Basic Wall,BO-INT Con20,-,170.019521,305,20,1.04E+06,"{2634.297076, 1392.289905, 1427.62}","{0,-1,0}",1.04E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca332,828210,Walls,Basic Wall,BO-INT Con20,-,482.988789,305,20,2.95E+06,"{2980.801231, 1399.301264, 1427.62}","{0,-1,0}",2.95E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca3d9,828377,Walls,Basic Wall,BO-INT Con20,-,433.000537,305,20,2.64E+06,"{2862.295626, 727.801546, 1427.62}","{1,0,0}",2.64E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca4a3,828579,Walls,Basic Wall,BO-INT Con20,-,502.988789,305,20,3.07E+06,"{2970.801231, 1134.301264, 1427.62}","{0,1,0}",2.61E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca50a,828682,Walls,Basic Wall,BO-INT Con10,-,170.019521,291,10,494756.8048,"{2634.297076, 1177.289922, 1434.62}","{0,-1,0}",321132.2525,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca57e,828798,Walls,Basic Wall,BO-INT Bl10,-,39.999446,305,10,121998.3106,"{2674.295626, 984.301537, 1427.62}","{-1,0,0}",121998.3106,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca5c3,828867,Walls,Basic Wall,BO-INT Bl10,-,29.999446,305,10,91498.31056,"{2794.295626, 979.301537, 1427.62}","{-1,0,0}",91498.31056,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca5f0,828912,Walls,Basic Wall,BO-INT Bl10,-,29.999446,305,10,91498.31056,"{2844.295626, 979.301537, 1427.62}","{-1,0,0}",91498.31056,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca5f7,828919,Walls,Basic Wall,BO-INT Bl10,-,29.999446,305,10,91498.31056,"{2884.295626, 979.301537, 1427.62}","{-1,0,0}",91498.31056,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca604,828932,Walls,Basic Wall,BO-INT Bl10,-,39.999446,305,10,121998.3106,"{3004.295626, 984.301537, 1427.62}","{-1,0,0}",121998.3106,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca686,829062,Walls,Basic Wall,BO-INT Bl10,-,159.999449,305,10,487998.3206,"{3134.295628, 1044.301539, 1427.62}","{-1,0,0}",421998.3206,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca702,829186,Walls,Basic Wall,BO-INT Bl10,-,320,305,10,976000,"{2839.295626, 999.30126, 1427.62}","{0,1,0}",313283.2,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca745,829253,Walls,Basic Wall,BO-INT Bl10,-,114.999998,310,10,356499.9949,"{3462.507092, 1461.801261, 1425.12}","{-1,0,0}",188499.9949,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca77e,829310,Walls,Basic Wall,BO-INT Bl10,-,115.211466,305,10,351394.9728,"{3399.901359, 1409.301262, 1427.62}","{0,1,0}",351394.9728,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca7bc,829372,Walls,Basic Wall,BO-INT Bl10,-,94.999998,305,10,289749.995,"{3347.295626, 1461.801261, 1427.62}","{1,0,0}",121749.995,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca81d,829469,Walls,Basic Wall,BO-INT Bl10,-,305,26.788534,10,81705.0272,"{3338.901359, 1514.30126, 1427.62}","{0,-1,0}",81705.0272,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca870,829552,Walls,Basic Wall,BO-INT Bl10,-,155,305,10,472750,"{3545.007092, 1514.30126, 1427.62}","{0,1,0}",472750,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca901,829697,Walls,Basic Wall,BO-INT Bl10,-,75,305,10,228750,"{3585.007092, 1294.301011, 1427.62}","{0,1,0}",228750,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca949,829769,Walls,Basic Wall,BO-INT Bl10,-,105.000251,305,10,320250.7659,"{3414.348686, 1351.801136, 1427.62}","{-1,0,0}",320250.7659,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca9ae,829870,Walls,Basic Wall,BO-INT Bl10,-,265,305,10,808250,"{3347.295626, 1166.801011, 1427.62}","{-1,0,0}",640250,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000ca9df,829919,Walls,Basic Wall,BO-INT Bl10,-,270.211466,305,10,824144.9728,"{3487.401359, 1114.30077, 1427.62}","{0,1,0}",824144.9728,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000caa7b,830075,Walls,Basic Wall,BO-INT Bl10,-,383.011211,310,10,1.19E+06,"{2527.801231, 1514.438801, 1425.12}","{0,1,0}",1.02E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000caab5,830133,Walls,Basic Wall,BO-INT Bl10,-,80,305,10,244000,"{2341.295626, 1469.438801, 1427.62}","{1,0,0}",244000,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000caba1,830369,Walls,Basic Wall,BO-INT Bl10,-,245,310,10,759500,"{2422.295626, 1306.938801, 1425.12}","{1,0,0}",591500,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cac22,830498,Walls,Basic Wall,BO-INT Bl10,-,246,310,10,762600,"{2294.295626, 1264.438801, 1425.12}","{0,1,0}",762600,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cac97,830615,Walls,Basic Wall,BO-INT Bl10,-,354.859044,310,10,1.10E+06,"{2391.295626, 1696.868323, 1425.12}","{-1,0,0}",853313.0353,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cad0b,830731,Walls,Basic Wall,BO-INT Bl10,-,215,310,10,666500,"{2278.795626, 1644.491312, 1425.12}","{0,1,0}",498500,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cae98,831128,Walls,Basic Wall,BO-INT Con10,-,170.008336,305,10,518525.4253,"{2634.291484, 1387.289905, 1097.62}","{0,1,0}",344900.8731,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb060,831584,Walls,Basic Wall,BO-INT Con20,-,1104.996595,305,20,6.74E+06,"{2161.295626, 1321.799547, 1427.62}","{1,0,0}",6.74E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb0c1,831681,Walls,Basic Wall,BO-INT Con25,-,289.999972,305,25,2.21E+06,"{2158.795912, 624.301263, 1427.62}","{1,0,0}",1.55E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb12b,831787,Walls,Basic Wall,BO-INT Con32,-,1476.21118,305,32,1.44E+07,"{2909.401502, 495.301277, 1427.62}","{0,1,0}",3.72E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb154,831828,Walls,Basic Wall,BO-INT Con25,-,873.499983,305,25,6.66E+06,"{3635.007092, 948.051269, 1427.62}","{-1,0,0}",4.54E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb250,832080,Walls,Basic Wall,BO-INT Con20,-,509.495615,305,20,3.11E+06,"{3632.507092, 1639.549068, 1427.62}","{-1,0,0}",3.11E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb2b1,832177,Walls,Basic Wall,BO-INT Con20,-,37.341552,305,20,227783.4657,"{3603.836316, 1884.296876, 1427.62}","{0,-1,0}",227783.4657,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb311,832273,Walls,Basic Wall,BO-INT Con25,-,249.658448,305,25,1.90E+06,"{3460.336316, 1886.796876, 1427.62}","{0,-1,0}",1.10E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb359,832345,Walls,Basic Wall,BO-INT Con20,-,44.99948,305,20,274496.8287,"{3325.507092, 1861.797136, 1427.62}","{1,0,0}",274496.8287,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb3ce,832462,Walls,Basic Wall,BO-INT Con30,-,576.200255,305,30,5.27E+06,"{3027.406964, 1824.297396, 1427.62}","{0,-1,0}",4.42E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb519,832793,Walls,Basic Wall,BO-INT Con20,-,75.000449,305,20,457502.7383,"{2729.306837, 1861.79762, 1427.62}","{-1,0,0}",457502.7383,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb5c0,832960,Floors,Floor,Generic 200mm - Filled,-,20,1451.211466,1362.996567,3.96E+07,"{2896.901359, 1192.799561, 1610.12}","{0,1,0}",2.39E+07,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb5cd,832973,Floors,Floor,BO-INT Con20,-,20,1501.21118,1419.996567,4.26E+07,"{2896.901502, 1189.299561, 1590.12}","{0,1,0}",3.87E+07,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb5d6,832982,Floors,Floor,BO-INT Con18,-,184.883873,18,1496.21118,4.98E+06,"{2896.901502, 386.859341, 1591.12}","{1,0,0}",4.98E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb5dd,832989,Floors,Floor,EXT-20 deck (Wd2+Ar17+In1),-,185.383873,20,1496.71118,5.55E+06,"{2896.651502, 387.109341, 1610.12}","{1,0,0}",5.55E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb5e4,832996,Floors,Floor,BO-INT Con15,-,184.883873,15,1496.21118,4.15E+06,"{2896.901502, 386.859341, 1607.62}","{1,0,0}",532882.0864,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb601,833025,Floors,Floor,Generic 220mm - Filled,-,22,576.200255,399.995934,5.07E+06,"{3027.406964, 1609.299429, 1611.12}","{0,1,0}",4.65E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb60a,833034,Floors,Floor,Generic 190mm - Filled,-,19,246,370.052676,1.73E+06,"{2294.295626, 1454.465139, 1609.62}","{0,1,0}",1.54E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb614,833044,Floors,Floor,Generic 190mm - Filled,-,19,270.163132,390.001348,2.00E+06,"{3487.377192, 1314.301444, 1609.62}","{0,1,0}",1.63E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb620,833056,Floors,Floor,Generic 190mm - Filled,-,19,673.00831,217.988661,2.79E+06,"{2885.791471, 1073.295591, 1609.62}","{0,1,0}",1.80E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb628,833064,Walls,Basic Wall,BO-INT Con20,-,679.996132,330,20,4.49E+06,"{2729.306837, 1484.29933, 1765.12}","{1,0,0}",3.97E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb629,833065,Walls,Basic Wall,BO-INT Con20,-,399.996132,310,20,2.48E+06,"{3019.306847, 1609.29933, 1755.12}","{1,0,0}",2.48E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb62a,833066,Walls,Basic Wall,BO-INT Con20,-,319.996135,305,20,1.95E+06,"{3325.507092, 1679.299328, 1757.62}","{-1,0,0}",1.91E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb62b,833067,Walls,Basic Wall,BO-INT Con20,-,103.211466,310,20,639911.0922,"{3273.901359, 1519.30126, 1755.12}","{0,-1,0}",639911.0922,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb62c,833068,Walls,Basic Wall,BO-INT Con20,-,564.999446,310,20,3.50E+06,"{3232.295626, 1226.801537, 1755.12}","{1,0,0}",3.19E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb62d,833069,Walls,Basic Wall,BO-INT Con20,-,693.00831,310,20,4.30E+06,"{2875.791471, 954.301814, 1755.12}","{0,-1,0}",3.42E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb62e,833070,Walls,Basic Wall,BO-INT Con20,-,437.988091,310,20,2.72E+06,"{2539.287316, 1183.29586, 1755.12}","{1,0,0}",2.72E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb62f,833071,Walls,Basic Wall,BO-INT Con20,-,170.019521,310,20,1.05E+06,"{2634.297076, 1392.289905, 1755.12}","{0,-1,0}",1.05E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb630,833072,Walls,Basic Wall,BO-INT Con20,-,482.988789,310,20,2.99E+06,"{2980.801231, 1399.301264, 1755.12}","{0,-1,0}",2.99E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb631,833073,Walls,Basic Wall,BO-INT Con20,-,433.000537,305,20,2.64E+06,"{2862.295626, 727.801546, 1757.62}","{1,0,0}",2.64E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb633,833075,Walls,Basic Wall,BO-INT Con20,-,502.988789,310,20,3.12E+06,"{2970.801231, 1134.301264, 1755.12}","{0,1,0}",2.66E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb634,833076,Walls,Basic Wall,BO-INT Con10,-,170.019521,310,10,527060.5137,"{2634.297076, 1177.289922, 1755.12}","{0,-1,0}",353435.9614,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb635,833077,Walls,Basic Wall,BO-INT Bl10,-,39.999446,305,10,121998.3106,"{2674.295626, 984.301537, 1757.62}","{-1,0,0}",121998.3106,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb636,833078,Walls,Basic Wall,BO-INT Bl10,-,29.999446,305,10,91498.31056,"{2794.295626, 979.301537, 1757.62}","{-1,0,0}",91498.31056,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb637,833079,Walls,Basic Wall,BO-INT Bl10,-,29.999446,305,10,91498.31056,"{2844.295626, 979.301537, 1757.62}","{-1,0,0}",91498.31056,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb638,833080,Walls,Basic Wall,BO-INT Bl10,-,29.999446,305,10,91498.31056,"{2884.295626, 979.301537, 1757.62}","{-1,0,0}",91498.31056,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb639,833081,Walls,Basic Wall,BO-INT Bl10,-,39.999446,305,10,121998.3106,"{3004.295626, 984.301537, 1757.62}","{-1,0,0}",121998.3106,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb63b,833083,Walls,Basic Wall,BO-INT Bl10,-,159.999449,305,10,487998.3206,"{3134.295628, 1044.301539, 1757.62}","{-1,0,0}",421998.3206,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb63c,833084,Walls,Basic Wall,BO-INT Bl10,-,320,305,10,976000,"{2839.295626, 999.30126, 1757.62}","{0,1,0}",313283.2,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb63d,833085,Walls,Basic Wall,BO-INT Bl10,-,114.999998,310,10,356499.9949,"{3462.507092, 1461.801261, 1755.12}","{-1,0,0}",188499.9949,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb63e,833086,Walls,Basic Wall,BO-INT Bl10,-,115.211466,305,10,351394.9728,"{3399.901359, 1409.301262, 1757.62}","{0,1,0}",351394.9728,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb63f,833087,Walls,Basic Wall,BO-INT Bl10,-,94.999998,305,10,289749.995,"{3347.295626, 1461.801261, 1757.62}","{1,0,0}",121749.995,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb640,833088,Walls,Basic Wall,BO-INT Bl10,-,305,26.788534,10,81705.0272,"{3338.901359, 1514.30126, 1757.62}","{0,-1,0}",81705.0272,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb641,833089,Walls,Basic Wall,BO-INT Bl10,-,155,305,10,472750,"{3545.007092, 1514.30126, 1757.62}","{0,1,0}",472750,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb642,833090,Walls,Basic Wall,BO-INT Bl10,-,75,305,10,228750,"{3585.007092, 1294.301011, 1757.62}","{0,1,0}",228750,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb643,833091,Walls,Basic Wall,BO-INT Bl10,-,105.000251,305,10,320250.7659,"{3414.348686, 1351.801136, 1757.62}","{-1,0,0}",320250.7659,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb644,833092,Walls,Basic Wall,BO-INT Bl10,-,265,310,10,821500,"{3347.295626, 1166.801011, 1755.12}","{-1,0,0}",653500,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb645,833093,Walls,Basic Wall,BO-INT Bl10,-,270.211466,310,10,837655.5461,"{3487.401359, 1114.30077, 1755.12}","{0,1,0}",837655.5461,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb646,833094,Walls,Basic Wall,BO-INT Bl10,-,383.011211,310,10,1.19E+06,"{2527.801231, 1514.438801, 1755.12}","{0,1,0}",1.02E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb647,833095,Walls,Basic Wall,BO-INT Bl10,-,80,305,10,244000,"{2341.295626, 1469.438801, 1757.62}","{1,0,0}",244000,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb649,833097,Walls,Basic Wall,BO-INT Bl10,-,245,310,10,759500,"{2422.295626, 1306.938801, 1755.12}","{1,0,0}",591500,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb64a,833098,Walls,Basic Wall,BO-INT Bl10,-,246,310,10,762600,"{2294.295626, 1264.438801, 1755.12}","{0,1,0}",762600,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb64b,833099,Walls,Basic Wall,BO-INT Bl10,-,354.859044,310,10,1.10E+06,"{2391.295626, 1696.868323, 1755.12}","{-1,0,0}",853313.0353,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb64c,833100,Walls,Basic Wall,BO-INT Bl10,-,215,310,10,666500,"{2278.795626, 1644.491312, 1755.12}","{0,1,0}",498500,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb64e,833102,Walls,Basic Wall,BO-INT Con25,-,588.011211,310,25,4.56E+06,"{2445.301231, 1886.797845, 1755.12}","{0,-1,0}",2.63E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb64f,833103,Walls,Basic Wall,BO-INT Con20,-,1092.496595,310,20,6.77E+06,"{2161.295626, 1328.049547, 1755.12}","{1,0,0}",6.77E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb650,833104,Walls,Basic Wall,BO-INT Con25,-,302.499972,310,25,2.34E+06,"{2158.795912, 630.551263, 1755.12}","{1,0,0}",1.77E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb651,833105,Walls,Basic Wall,BO-INT Con32,-,1476.21118,310,32,1.46E+07,"{2909.401502, 495.301277, 1755.12}","{0,1,0}",5.42E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb652,833106,Walls,Basic Wall,BO-INT Con25,-,888.999983,310,25,6.89E+06,"{3635.007092, 955.801269, 1755.12}","{-1,0,0}",4.93E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb653,833107,Walls,Basic Wall,BO-INT Con20,-,507.995615,305,20,3.10E+06,"{3632.507092, 1640.299068, 1757.62}","{-1,0,0}",3.10E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb654,833108,Walls,Basic Wall,BO-INT Con20,-,37.771552,305,20,230406.4657,"{3603.621316, 1884.296876, 1757.62}","{0,-1,0}",230406.4657,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb655,833109,Walls,Basic Wall,BO-INT Con25,-,280.928693,310,25,2.18E+06,"{3456.771194, 1886.796876, 1755.12}","{0,-1,0}",1.13E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb657,833111,Walls,Basic Wall,BO-INT Con30,-,576.200255,310,30,5.36E+06,"{3027.406964, 1824.297396, 1755.12}","{0,-1,0}",4.51E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb658,833112,Walls,Basic Wall,BO-INT Con20,-,50.000449,310,20,310002.7832,"{2729.306837, 1849.29762, 1755.12}","{-1,0,0}",310002.7832,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb761,833377,Floors,Floor,Generic 200mm - Filled,-,20,1451.211466,1362.996567,3.96E+07,"{2896.901359, 1192.799561, 1940.12}","{0,1,0}",2.39E+07,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb76e,833390,Floors,Floor,BO-INT Con20,-,20,1501.21118,1419.996567,4.26E+07,"{2896.901502, 1189.299561, 1920.12}","{0,1,0}",3.87E+07,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb777,833399,Floors,Floor,BO-INT Con18,-,184.883873,18,1501.21118,5.00E+06,"{2896.901502, 386.859341, 1921.12}","{1,0,0}",4.96E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb77e,833406,Floors,Floor,EXT-20 deck (Wd2+Ar17+In1),-,185.383873,20,1496.71118,5.55E+06,"{2896.651502, 387.109341, 1940.12}","{1,0,0}",5.55E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb785,833413,Floors,Floor,BO-INT Con15,-,184.883873,15,1501.21118,4.16E+06,"{2896.901502, 386.859341, 1937.62}","{1,0,0}",520763.0443,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7a2,833442,Floors,Floor,Generic 220mm - Filled,-,22,576.200255,399.995934,5.07E+06,"{3027.406964, 1609.299429, 1941.12}","{0,1,0}",4.65E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7ab,833451,Floors,Floor,Generic 190mm - Filled,-,19,246,370.052676,1.73E+06,"{2294.295626, 1454.465139, 1939.62}","{0,1,0}",1.54E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7b5,833461,Floors,Floor,Generic 190mm - Filled,-,19,270.163132,390.001348,2.00E+06,"{3487.377192, 1314.301444, 1939.62}","{0,1,0}",1.63E+06,-
